FID,PD_ID,Comment,Year,Name,Acres,Hectares,Plague,Manager,Perimeter,Activity,YearAcquir,sdeWildlif,Shape_area,Shape_len
186,71.0, ,2010.0,Mesa Reservoir,8.13600975,3.29252633, ,OSMP,4549.47847975,2.0,2000,354403.171465,354403.167234,4549.47848226
187,129.0, ,2010.0,Jacob/Andrea,8.8489671,3.58104993, ,OSMP,5398.70527855,2.0,2005,385459.464003,385459.464956,5398.7051429
188,84.0, ,2010.0,Ryan - middle,0.8630591,0.34926763, ,OSMP,1075.72264873,2.0,2001,37594.6938529,37594.7040236,1075.72265607
189,16.0, ,2010.0,BVR - 103 Corp - L pasture south,24.552134,9.93589612, ,OSMP,20567.3609205,2.0,1973,1069486.73501,1069486.67895,20567.3607149
190,101.0, ,2011.0,Superior Associates - Kelsal,0.46121992,0.18664908, ,OSMP,1407.96139222,2.0,1993,20090.6501754,20090.659175,1407.96113631
191,105.0, ,2011.0,Teller Farms - north,1.37364443,0.55589418, ,OSMP,1655.98240426,2.0,1984,59835.7068813,59835.7120865,1655.98240488
192,108.0, ,2011.0,Ute,51.83960344,20.97874321, ,OSMP,17321.373334,2.0,1995,2258124.16864,2258124.09333,17321.3738665
193,109.0, ,2011.0,Valmont Butte - east,0.53632836,0.21704439, ,OSMP,1053.62219681,2.0,2000,23362.3707384,23362.3698298,1053.62253727
194,10.0, ,2011.0,Belgrove - north,27.35390234,11.06973154, ,OSMP,8769.17548527,2.0,1980,1191531.22037,1191531.21968,8769.17598401
195,110.0, ,2011.0,Valmont Butte - west,2.69271654,1.08970372, ,OSMP,1716.22330486,2.0,2000,117294.243093,117294.26337,1716.22350467
196,111.0, ,2011.0,Van Vleet - east,16.86492874,6.82499452, ,OSMP,5253.60024048,2.0,1978,734633.351952,734633.357565,5253.60027194
197,113.0, ,2011.0,Van Fleet / Jeffco,0.81098954,0.32819582, ,OSMP,964.35104554,2.0,1999,35326.5628783,35326.5631014,964.351045742
198,114.0, ,2011.0,Varra - east,12.66967569,5.12723584, ,OSMP,8462.77956125,2.0,1986,551888.871245,551888.865375,8462.77958457
199,115.0, ,2011.0,Waneka / Kelsall,0.5769875,0.23349856, ,OSMP,1179.15420624,2.0,1990,25133.474598,25133.4751196,1179.15420636
200,118.0, ,2011.0,West Rudd - south,0.23743747,0.09608754, ,OSMP,1012.92411192,2.0,1975,10342.7365401,10342.7349124,1012.92411278
201,119.0, ,2011.0,Wood Brothers,51.0231209,20.64832445, ,OSMP,8307.97800467,2.0,1974,2222558.33148,2222558.2561,8307.97816616
202,11.0, ,2011.0,Belgrove - south,3.58742249,1.45177837, ,OSMP,2451.46182829,2.0,1980,156267.541665,156267.498382,2451.46259508
203,120.0, ,2011.0,Yunker - east,0.67063361,0.27139579, ,OSMP,937.85932301,2.0,1977,29212.4679539,29212.6831174,937.860765352
204,121.0, ,2011.0,IBM - Cottontail Trail,2.11764883,0.85698208, ,OSMP,1694.31395896,2.0,1998,92244.4070083,92244.4140112,1694.31396001
205,122.0, ,2011.0,Waldorf,23.01372558,9.31332432, ,OSMP,10704.9310153,2.0,2002,1002473.62303,1002473.87636,10704.9311488
206,126.0, ,2011.0,Brewbaker,42.65149751,17.26044866, ,OSMP,21910.5723273,2.0,1996,1857891.01056,1857891.7998,21910.5737158
207,12.0, ,2011.0,"BLIP, East Beech - south",63.36653396,25.64352649, ,OSMP,30136.8945247,2.0,1973,2760235.16101,2760235.17828,30136.894232
208,132.0, ,2011.0,Colorado Open Lands lll,1.98639612,0.80386599, ,OSMP,1657.01139813,2.0,1985,86527.0048745,86527.0690655,1657.01139932
209,133.0, ,2011.0,Eisenberg,22.74282838,9.20369611, ,OSMP,14423.1320031,2.0,2006,990673.662241,990673.641356,14423.1314351
210,135.0, ,2011.0,Damyanovich,5.4828568,2.21883343, ,OSMP,4286.31212604,2.0,1995,238832.282229,238832.287042,4286.31212706
211,136.0, ,2011.0,Sams Lane/Van Vleet - west,12.33744969,4.99278875, ,OSMP,7723.53481124,2.0,1978,537417.161857,537417.15874,7723.53464597
212,138.0, ,2011.0,Schneider Family,16.67180664,6.74684078, ,OSMP,6451.70244559,2.0,2006,726220.994583,726220.992216,6451.70151323
213,13.0, ,2011.0,"BLIP, Boulder Warehouse",87.97226977,35.60111449, ,OSMP,29770.2834603,2.0,1973,3832056.94315,3832056.74271,29770.2845918
214,140.0, ,2011.0,Jewel Mountain - south,6.27844178,2.54079524, ,OSMP,3230.88604689,2.0,1999,273487.828794,273487.830017,3230.88604858
215,143.0, ,2011.0,ERTL II - North,11.23742505,4.54762457, ,OSMP,4650.82861535,2.0,1984,489500.2721,489500.27726,4650.82840887
216,144.0, ,2011.0,Marble,1.73973655,0.7040464, ,OSMP,3767.49037822,2.0,1991,75782.7088297,75782.6209465,3767.48897468
217,145.0,Split polys from Minnetrista,2011.0,"Stepanek, Canino, Cito",7.50573557,3.03746342, ,OSMP,7723.81296813,2.0,1995,326948.336413,326948.533717,7723.7801641
218,14.0, ,2011.0,BLIP - southwest,1.64528057,0.66582142, ,OSMP,1515.45682628,2.0,1973,71668.1337618,71668.1348756,1515.4568266
219,17.0, ,2011.0,BVR 103 Corp - east,1.02312984,0.41404596, ,OSMP,1395.17408363,2.0,1973,44566.9433294,44567.357486,1395.17582109
220,19.0, ,2011.0,BVR 103 Corp - south,12.62673254,5.10985737, ,OSMP,7700.61410114,2.0,1973,550018.287787,550018.269455,7700.61212005
221,1.0, ,2011.0,Abbott,0.93984059,0.38033999, ,OSMP,2000.26038757,2.0,2001,40939.3525699,40939.2923105,2000.26035902
222,149.0, ,2011.0,Abbott - north,0.0172863,0.00699552, ,OSMP,159.77665677,2.0,2011,752.98800892,752.988008839,159.77665677
223,21.0, ,2011.0,BVR 103 Corp - north,39.02024185,15.79093163, ,OSMP,16705.8644553,2.0,1973,1699714.82179,1699714.93603,16705.8670908
224,23.0, ,2011.0,"Canino, Lanocito, Richardson",25.09479874,10.15550475, ,OSMP,7829.34091744,2.0,1979,1093125.05548,1093125.06075,7829.3404296
225,25.0, ,2011.0,"Cosslett, Knaus",3.82332757,1.54724577, ,OSMP,4405.06431761,2.0,1990,166543.489029,166543.482604,4405.06431879
226,26.0, ,2011.0,Cowles,21.53223103,8.71378474, ,OSMP,6565.24130126,2.0,1991,937940.230692,937940.23168,6565.24009503
227,27.0, ,2011.0,Culver,2.32716352,0.94176967, ,OSMP,4163.1033774,2.0,1992,101370.833874,101370.837653,4163.10338391
228,28.0, ,2011.0,Damyonovich,67.83620182,27.4523369, ,OSMP,20354.5277948,2.0,1995,2954933.12829,2954933.13164,20354.527808
229,29.0, ,2011.0,Johnson/Dawson,23.15810184,9.37175132, ,OSMP,6774.92360755,2.0,1992,1008762.33749,1008762.88109,6774.92629273
230,31.0, ,2011.0,Ditzel,9.57061901,3.8730921, ,OSMP,8232.80087259,2.0,1984,416894.505169,416894.496593,8232.80065011
231,32.0, ,2011.0,Dodd,5.20853223,2.10781821, ,OSMP,3418.57080912,2.0,2006,226882.801088,226882.756216,3418.57049727
232,34.0, ,2011.0,East Beech,8.34565336,3.37736609, ,OSMP,5718.97471831,2.0,1988,363535.199584,363535.206033,5718.9747201
233,35.0, ,2011.0,East Beech - horseshoe,24.33773412,9.84913156, ,OSMP,9767.71479484,2.0,1988,1060147.41508,1060147.4576,9767.71376627
234,37.0, ,2011.0,East Rudd - south,2.88003198,1.16550759, ,OSMP,2063.94768288,2.0,1975,125453.687344,125453.691034,2063.94624315
235,38.0, ,2011.0,ERNI,15.90919702,6.43822362, ,OSMP,5043.08774225,2.0,1967,693001.835361,693001.850337,5043.08855823
236,40.0, ,2011.0,Flatirons Vista,1.95110949,0.789586, ,OSMP,1993.80177344,2.0,1981,84989.9872164,84989.9896141,1993.80177437
237,41.0, ,2011.0,Gallagher,11.35478763,4.59511953, ,OSMP,6560.56507465,2.0,1997,494612.574659,494612.570904,6560.56512899
238,42.0, ,2011.0,Gallucci,48.79644991,19.74722267, ,OSMP,17505.3979575,2.0,1968,2125564.96051,2125564.85593,17505.3962518
239,45.0, ,2011.0,Hart-Jones,0.97031438,0.3926723, ,OSMP,1889.2774501,2.0,1975,42266.7543563,42266.7254014,1889.2770942
240,46.0, ,2011.0,Hartnagle,5.38844339,2.18062567, ,OSMP,4604.29930545,2.0,1997,234719.656329,234719.655137,4604.29930698
241,49.0, ,2011.0,Hogan Brothers - north,4.00454225,1.62058075, ,OSMP,3440.99562243,2.0,1986,174437.230778,174437.162841,3440.99581605
242,4.0, ,2011.0,Aweida ll,63.97288443,25.88890782, ,OSMP,12552.9718407,2.0,1993,2786647.802,2786647.69906,12552.9700726
243,51.0, ,2011.0,IBM,29.56441244,11.96429324, ,OSMP,21156.4259889,2.0,1998,1287820.68623,1287820.65474,21156.4269722
244,52.0, ,2011.0,IBM CE,8.45724894,3.42252722, ,OSMP,6092.46430324,2.0,1998,368396.288397,368396.290188,6092.46430753
245,54.0, ,2011.0,Jafay,102.19427265,41.35655486, ,OSMP,30216.3876151,2.0,1990,4451564.7199,4451564.71037,30216.385902
246,59.0, ,2011.0,Johnson - Bldr Res South,21.17085799,8.56754226, ,OSMP,13720.2743563,2.0,1992,922198.852927,922198.885428,13720.2740402
247,60.0, ,2011.0,Johnson - Monarch,12.23444472,4.95110412, ,OSMP,6370.62761817,2.0,1992,532930.31462,532930.280323,6370.62803265
248,61.0, ,2011.0,Johnson - north,13.19330104,5.33913951, ,OSMP,5448.63384561,2.0,2000,574697.914601,574697.894629,5448.63396831
249,64.0, ,2011.0,Kolb l,1.33710392,0.54110676, ,OSMP,1315.35459154,2.0,1985,58244.0154705,58244.0137561,1315.35459196
250,67.0, ,2011.0,Mann,3.74214376,1.51439185, ,OSMP,3637.27989172,2.0,1973,163007.126225,163007.130295,3637.27989366
251,69.0, ,2011.0,McKenzie - north,18.89099885,7.644916, ,OSMP,7981.72901452,2.0,1974,822888.640292,822888.618557,7981.72732547
252,6.0, ,2011.0,Andrus - southeast,0.88062877,0.35637782, ,OSMP,1058.6441783,2.0,1977,38360.0325247,38360.0356562,1058.64417862
253,70.0, ,2011.0,McKenzie - south,23.63735782,9.56569933, ,OSMP,6051.32820817,2.0,1974,1029639.18525,1029639.18802,6051.328674
254,71.0, ,2011.0,Mesa Reservoir,16.87401581,6.82867192, ,OSMP,9830.14217444,2.0,2000,735029.207249,735029.188433,9830.14180403
255,72.0, ,2011.0,Mesa Sand & Gravel,1.439766,0.58265263, ,OSMP,2332.53920125,2.0,1985,62715.9623641,62715.9562689,2332.53925727
256,73.0,"Split polys from Stepanek, Canino, Cito",2011.0,Minnetrista,5.75706799,2.32980276, ,OSMP,6835.70770707,2.0,1985,250776.822006,250776.878584,6835.7060843
257,56.0, ,2011.0,Lindsay Mesa Top,8.91628608,3.60829296, ,OSMP,3098.22957276,2.0,1990,388391.862294,388391.868062,3098.23008506
258,74.0, ,2011.0,Moore,12.27834231,4.96886884, ,OSMP,4693.65968591,2.0,1974,534842.48011,534842.451664,4693.66067793
259,75.0, ,2011.0,NU West,5.18320629,2.09756917, ,OSMP,2177.53171425,2.0,1984,225779.564808,225779.563009,2177.53171611
260,76.0, ,2011.0,Oasis,52.93224793,21.42092075, ,OSMP,9570.29219145,2.0,2001,2305719.55394,2305719.49683,9570.29167091
261,81.0, ,2011.0,Reynolds,11.66462242,4.72050522, ,OSMP,3610.67647116,2.0,1977,508108.896287,508108.920134,3610.67665389
262,83.0, ,2011.0,Rudd,25.97665058,10.51237752, ,OSMP,5621.03227824,2.0,1975,1131538.36964,1131538.37327,5621.03228179
263,85.0, ,2011.0,Ryan - north,1.77282355,0.71743624, ,OSMP,1621.02068738,2.0,2001,77223.8847993,77223.8847713,1621.02068792
264,87.0, ,2011.0,Sams Lane / Van Vleet - east,10.56851706,4.27692712, ,OSMP,4332.78843944,2.0,1978,460362.756256,460362.761831,4332.78849454
265,88.0, ,2011.0,Schneider - east,16.87847027,6.83047458, ,OSMP,11003.6974055,2.0,2006,735223.260636,735223.223944,11003.6951183
266,94.0, ,2011.0,Steele - south,45.47357582,18.40250324, ,OSMP,12060.6126116,2.0,1999,1980821.0909,1980821.03947,12060.6109058
267,95.0, ,2011.0,Steinbach,11.3990222,4.61302062, ,OSMP,6032.08262566,2.0,1984,496539.408785,496539.420993,6032.08354505
268,98.0, ,2011.0,Suitts,10.59612548,4.28809984, ,OSMP,3968.33251815,2.0,1991,461565.39559,461565.379447,3968.33253072
269,99.0, ,2011.0,Superior Associates Mayhoffer,3.85752022,1.56108305, ,OSMP,3014.33230373,2.0,1993,168032.902633,168032.908603,3014.3323043
270,148.0, ,2011.0,Short,0.82404158,0.33347779, ,OSMP,1280.57596453,2.0,2011,35895.1079954,35895.107527,1280.57596461
271,146.0, ,2011.0,Weiser - north,3.34900598,1.35529464, ,OSMP,3499.17222448,2.0,2011,145882.116321,145882.117118,3499.17222722
272,147.0, ,2011.0,Weiser - south,0.75182191,0.30425153, ,OSMP,1151.56448175,2.0,2011,32749.2372949,32749.2312928,1151.56526911
273,63.0, ,2011.0,Klein - south,0.49049317,0.19849555, ,OSMP,1940.99863083,2.0,1991,21365.8036298,21365.7971942,1940.99900407
274,82.0, ,2011.0,Rolling Rock,3.87545994,1.568343, ,OSMP,8100.40731609,2.0,1968,168814.366051,168814.359918,8100.40866285
275,137.0, ,2011.0,Van Vleet - northeast,2.36236259,0.95601422, ,OSMP,3373.65552079,2.0,1978,102904.102294,102904.102937,3373.65552167
276,125.0, ,2011.0,Gebhard,0.74516351,0.30155697, ,OSMP,1152.84900119,2.0,1971,32459.2061644,32459.1924685,1152.84878282
277,112.0, ,2011.0,Van Vleet - west,2.31398129,0.936435, ,OSMP,1907.74221038,2.0,1978,100796.6192,100796.621703,1907.74364327
278,107.0, ,2011.0,Teller Farms - south,5.34268226,2.1621068, ,OSMP,6544.00511783,2.0,1984,232726.297515,232726.308142,6544.00511445
279,62.0, ,2011.0,Klein - Dry Creek,26.48444334,10.71787396, ,OSMP,12826.9563781,2.0,1974,1153657.67351,1153657.73746,12826.9457928
280,68.0, ,2011.0,Marshall,48.11980907,19.47339584, ,OSMP,12921.6523689,2.0,1997,2096090.46967,2096090.49867,12921.6480626
281,9.0, ,2011.0,BC Hospital,1.88557868,0.76306662, ,OSMP,1655.17466447,2.0,2002,82135.4611094,82135.4788107,1655.1747769
282,131.0, ,2011.0,Pearl Pkwy,0.02662448,0.01077454, ,OSMP,173.0982609,2.0,1984,1159.75893473,1159.75751637,173.098260929
283,2.0, ,2011.0,Andrus - north,13.79346702,5.58201806, ,OSMP,7428.79830836,2.0,1977,600840.981517,600841.020003,7428.79739529
284,15.0, ,2011.0,"Axelson, BVR, Lore, Ellison",158.40856146,64.10567043, ,OSMP,88460.385973,2.0,1990,6900249.32175,6900249.33598,88460.3838133
285,129.0, ,2011.0,Jacob/Andrea,11.59613664,4.69279, ,OSMP,6901.15495079,2.0,2005,505125.700076,505125.69155,6901.15511874
286,84.0, ,2011.0,Ryan - middle,2.44551602,0.98966522, ,OSMP,1907.40820143,2.0,2001,106526.256409,106526.251913,1907.40864009
287,123.0, ,2011.0,Bennett,64.38708455,26.05652866, ,OSMP,28578.4731872,2.0,2007,2804690.30227,2804690.1842,28578.4758897
288,139.0, ,2011.0,NIST,4.82218769,1.95147012, ,OSMP,4809.68456586,2.0,1994,210053.337343,210053.655578,4809.68384992
289,16.0, ,2011.0,BVR - 103 Corp - L pasture south,27.39542951,11.08653699, ,OSMP,22913.461249,2.0,1973,1193340.15211,1193340.13607,22913.4581772
290,150.0,Fence line cut from 119 is now called 150,2011.0,Weiser - White Rocks,0.69401095,0.28085627, ,OSMP,865.54981384,2.0,1974,30230.99606,30230.9960431,865.549814318
291,146.0, ,2012.0,Weiser - north,4.42415433,1.79039174, ,OSMP,3383.61192086,2.0,2011,192715.384628,192715.391665,3383.61119542
292,147.0, ,2012.0,Weiser - south,5.39156233,2.18188786, ,OSMP,4549.73529049,2.0,2011,234855.514211,234855.515456,4549.7352906
293,148.0, ,2012.0,Short,2.48441969,1.00540898, ,OSMP,1492.37212769,2.0,2011,108220.877819,108220.888925,1492.3724817
294,149.0, ,2012.0,Abbott - north,1.67477081,0.6777557, ,OSMP,2188.57777642,2.0,2011,72952.7582533,72952.7248693,2188.5777616
295,1.0, ,2012.0,Abbott,0.63899405,0.25859172, ,OSMP,1967.93984051,2.0,2001,27834.5186778,27834.4693598,1967.93746055
296,10.0, ,2012.0,Belgrove - north,47.6699411,19.29134073, ,OSMP,20239.7208699,2.0,1980,2076494.3244,2076494.32849,20239.7207623
297,101.0, ,2012.0,Superior Associates - Kelsal,0.5225688,0.21147609, ,OSMP,2038.1943568,2.0,1993,22762.9991753,22763.005864,2038.19436011
298,105.0, ,2012.0,Teller Farms - north,3.53533636,1.43069987, ,OSMP,3469.94142957,2.0,1984,153998.63253,153998.636,3469.94143348
299,107.0,a,2012.0,Teller Farms - south,9.2589791,3.7469759, ,OSMP,6146.58912179,2.0,1984,403319.518962,403319.516298,6146.58915016
300,108.0, ,2012.0,Ute,55.7624436,22.5662603, ,OSMP,20580.7851529,2.0,1995,2429001.86391,2429002.32719,20580.5846611
301,11.0, ,2012.0,Belgrove - south,4.58149409,1.85406488, ,OSMP,2460.6723763,2.0,1980,199569.094169,199569.084333,2460.67238537
302,111.0, ,2012.0,Van Vleet - east,22.52019598,9.11359997, ,OSMP,9848.56137127,2.0,1978,980975.780292,980975.812956,9848.56137361
303,112.0, ,2012.0,Van Vleet - west,3.85699832,1.56087184, ,OSMP,1754.54852248,2.0,1978,168010.272217,168010.174685,1754.54852045
304,113.0, ,2012.0,Van Vleet / Jeffco,1.50868323,0.61054244, ,OSMP,1316.36453312,2.0,1999,65717.9786391,65717.9784543,1316.36424822
305,114.0,2,2012.0,Varra - east,2.5762256,1.04256151, ,OSMP,2275.24889343,2.0,1986,112219.941578,112219.938252,2275.24889649
306,115.0, ,2012.0,Waneka / Kelsall,2.33571131,0.94522883, ,OSMP,2866.29618557,2.0,1990,101743.177838,101743.177903,2866.29618706
307,118.0,1,2012.0,West Rudd - south,2.43351568,0.98480886, ,OSMP,1929.40754461,2.0,1975,106003.510374,106003.519023,1929.40714896
308,12.0,1,2012.0,"BLIP, East Beech - south",153.43781151,62.0940793, ,OSMP,38595.7513144,2.0,1973,6683724.33133,6683724.33443,38595.7511419
309,120.0,1,2012.0,Yunker - east,1.02079243,0.41310004, ,OSMP,1369.68500469,2.0,1977,44465.9351031,44465.5403326,1369.68302207
310,121.0, ,2012.0,IBM - Cottontail Trail,4.63185522,1.8744453, ,OSMP,2756.85106657,2.0,1998,201762.812488,201762.806287,2756.85123516
311,122.0, ,2012.0,Waldorf,36.60874986,14.81503545, ,OSMP,12033.9066388,2.0,2002,1594670.90135,1594670.76515,12033.9075694
312,123.0, ,2012.0,Bennett,56.78474018,22.97996905, ,OSMP,34834.8639529,2.0,2007,2473533.21544,2473533.388,34834.8628839
313,125.0, ,2012.0,Gebhard,1.16241709,0.47041351, ,OSMP,1324.6698903,2.0,1971,50634.6922677,50634.6858265,1324.66981295
314,126.0,1,2012.0,Brewbaker,69.74717427,28.22568001, ,OSMP,30871.3332673,2.0,1996,3038178.30621,3038174.75852,30871.334077
315,129.0, ,2012.0,Jacob/Andrea,16.28494231,6.59028234, ,OSMP,9890.76096484,2.0,2005,709369.251361,709369.249704,9890.76098133
316,13.0, ,2012.0,"BLIP, Boulder Warehouse",226.25317923,91.56141315, ,OSMP,44331.6087367,2.0,1973,9855550.69748,9855549.06502,44331.6095313
317,132.0, ,2012.0,Colorado Open Lands lll,2.67595497,1.08292056, ,OSMP,2042.956064,2.0,1985,116564.106071,116564.132207,2042.95605499
318,133.0,1,2012.0,Eisenberg,39.5826971,16.0185492, ,OSMP,12978.2656134,2.0,2006,1724215.39505,1724215.38877,12978.2655348
319,136.0,1,2012.0,Sams Lane/Van Vleet - west,17.53544314,7.09634207, ,OSMP,8911.55187169,2.0,1978,763840.851971,763840.848011,8911.55075244
320,137.0, ,2012.0,Van Vleet - northeast,6.12863108,2.480169, ,OSMP,6698.93945306,2.0,1978,266962.11871,266962.101893,6698.93945482
321,139.0,1,2012.0,NIST,5.84176863,2.36407989, ,OSMP,3952.25951,2.0,1994,254466.453403,254466.423575,3952.25789101
322,14.0,2,2012.0,BLIP - southwest,18.91354301,7.6540393, ,OSMP,8093.2391285,2.0,1973,823870.592762,823870.63813,8093.24000227
323,140.0, ,2012.0,Jewel Mountain - south,11.94782836,4.83511459, ,OSMP,6195.18280305,2.0,1999,520445.31508,520445.321416,6195.182818
324,143.0, ,2012.0,ERTL II - North,17.43708038,7.05653607, ,OSMP,7459.57962852,2.0,1984,759556.178455,759556.18318,7459.57982738
325,144.0, ,2012.0,Marble,3.71765262,1.50448064, ,OSMP,4268.66477175,2.0,1991,161940.345933,161940.300302,4268.66438977
326,145.0, ,2012.0,"Stepanek, Canino, Cito",26.94830952,10.90559395, ,OSMP,18596.3005274,2.0,1995,1173863.78615,1173863.66722,18596.299773
327,16.0,d,2012.0,BVR - 103 Corp - L pasture south,50.76223919,20.54274937, ,OSMP,28904.9132516,2.0,1973,2211194.31635,2211194.29435,28904.914061
328,17.0, ,2012.0,BVR 103 Corp - east,1.62448859,0.65740721, ,OSMP,1584.67438273,2.0,1973,70762.5880748,70762.4397833,1584.67442737
329,19.0,1,2012.0,BVR 103 Corp - south,16.80857006,6.80218697, ,OSMP,9902.08674578,2.0,1973,732178.302515,732178.383143,9902.08675112
330,2.0, ,2012.0,Andrus - north,19.30141858,7.81100698, ,OSMP,9569.73833982,2.0,1977,840766.385859,840766.43036,9569.73895853
331,21.0,1,2012.0,BVR 103 Corp - north,61.49355487,24.88555875, ,OSMP,22875.141892,2.0,1973,2678648.48269,2678648.53564,22875.1421481
332,23.0, ,2012.0,"Canino, Lanocito, Richardson",71.41561571,28.90087431, ,OSMP,19508.9443378,2.0,1979,3110851.77406,3110851.77669,19508.9442263
333,25.0,1,2012.0,"Cosslett, Knaus",20.17845734,8.16593197, ,OSMP,11530.6217104,2.0,1990,878970.082387,878970.085749,11530.6216836
334,26.0, ,2012.0,Cowles,28.48965045,11.52935249, ,OSMP,11033.9486749,2.0,1991,1241004.21334,1241004.20968,11033.9489363
335,27.0,1,2012.0,Culver,7.49410456,3.03275652, ,OSMP,10006.4557282,2.0,1992,326441.882669,326441.888897,10006.4572703
336,28.0,1,2012.0,Damyonovich,80.74692926,32.67712293, ,OSMP,28322.6596799,2.0,1995,3517322.1532,3517322.16915,28322.6596548
337,29.0, ,2012.0,Johnson/Dawson,25.4096481,10.28291976, ,OSMP,10959.4710348,2.0,1992,1106839.73836,1106839.84403,10959.4711565
338,3.0, ,2012.0,Andrus - mesa,2.64816472,1.07167424, ,OSMP,3256.99977837,2.0,1977,115353.554483,115353.593958,3256.99977944
339,30.0, ,2012.0,Johnson/Dawson - south,2.87327405,1.16277275, ,OSMP,6769.27167366,2.0,1992,125159.320499,125159.316929,6769.26881375
340,31.0,3,2012.0,Ditzel,15.82412348,6.40379557, ,OSMP,8975.89726548,2.0,1984,689295.97825,689296.061566,8975.89728366
341,32.0, ,2012.0,Dodd,20.31109542,8.2196087, ,OSMP,7543.2652723,2.0,2006,884747.871006,884747.777702,7543.26500739
342,33.0, ,2012.0,Dover/Blacker,0.03882629,0.01571244, ,OSMP,186.23603926,2.0,1985,1691.27273453,1691.26628685,186.235774816
343,34.0,a,2012.0,East Beech,40.48018254,16.38174867, ,OSMP,21722.6299775,2.0,1988,1763309.69089,1763309.69815,21722.6295694
344,35.0,a,2012.0,East Beech - horseshoe,50.84501169,20.57624621, ,OSMP,19160.7451089,2.0,1988,2214799.82359,2214799.84989,19160.745388
345,37.0, ,2012.0,East Rudd - south,4.83318004,1.95591857, ,OSMP,2932.01087237,2.0,1975,210532.488377,210532.480496,2932.0103412
346,38.0,swallowed 74 2012,2012.0,ERNI,48.97823021,19.82078655, ,OSMP,22142.6258576,2.0,1967,2133483.22685,2133483.174,22142.6259856
347,4.0, ,2012.0,Aweida ll,71.1974063,28.81256809, ,OSMP,13142.2696836,2.0,1993,3101346.01306,3101346.61291,13142.2666578
348,40.0, ,2012.0,Flatirons Vista,2.53528158,1.02599205, ,OSMP,1810.76239686,2.0,1981,110436.424405,110436.42369,1810.76146591
